"searched_zipcode","searched_lat","searched_lng","searched_address","searched_state","searched_city","searched_metro","is_gh","latitude","longitude","distance","loc_name","loc_number","url","address","cuisines","delivery_fee_raw","delivery_fee","delivery_time_raw","delivery_time","service_fee","phone","review_count","review_rating","RunDate","restaurant_tags","delivery_type"
"11105","40.7787902","-73.9065883","20,57 27th St, Astoria, NY 11105, USA","NY","Astoria","NY","$0 with GH+","40.755867","-73.91950226","1.72","Ecuadorian Food Restaurant","2262724","https://www.grubhub.com/ecuadorian-food-restaurant-41-20-34th-ave-new-york/2262724","41-20 34th Ave","[""Salads"", ""Seafood"", ""Shakes""]","$3.49 delivery",3.49,"35-85",60.0,5.25,"7187292889",53,4.37,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"11105","40.7787902","-73.9065883","20,57 27th St, Astoria, NY 11105, USA","NY","Astoria","NY","$0 with GH+","40.75992202","-73.92835236","1.73","Viva Vegan Sandwiches","3173982","https://www.grubhub.com/viva-vegan-sandwiches-34-02-30th-st-queens/3173982","34-02 30th St","[""Bagels"", ""Breakfast"", ""Cakes"", ""Candy"", ""Convenience"", ""Dessert"", ""Grocery Items"", ""Ice Cream"", ""Sandwiches"", ""Vegan""]","$3.49 delivery",3.49,"25-40",32.5,5.25,"7187770030",3,3.60,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER"", ""VIRTUAL""]","GRUBHUB"
"11105","40.7787902","-73.9065883","20,57 27th St, Astoria, NY 11105, USA","NY","Astoria","NY","$0 with GH+","40.75992202","-73.92835236","1.73","Burger Goddess","2298614","https://www.grubhub.com/burger-goddess-34-02-30th-st-astoria/2298614","34-02 30th St","[""Hamburgers""]","$3.49 delivery",3.49,"25-40",32.5,5.25,"3478559166",7,3.73,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER"", ""VIRTUAL""]","GRUBHUB"
"11105","40.7787902","-73.9065883","20,57 27th St, Astoria, NY 11105, USA","NY","Astoria","NY","$0 with GH+","40.75992202","-73.92835236","1.73","Ikraveit","824584","https://www.grubhub.com/ikraveit-34-02-30th-st-astoria/824584","34-02 30th St","[""Breakfast"", ""Coffee and Tea"", ""Convenience"", ""Dessert"", ""Grocery Items"", ""Hamburgers"", ""Ice Cream"", ""Lunch Specials"", ""Salads"", ""Sandwiches"", ""Smoothies and Juices"", ""Vegan"", ""Wraps""]","$0 delivery",0.00,"30-40",35.0,0.00,"7187770030",3055,4.60,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","SELF"
"11105","40.7787902","-73.9065883","20,57 27th St, Astoria, NY 11105, USA","NY","Astoria","NY","$0 with GH+","40.75992202","-73.92835236","1.73","The Vegan Breakfast","3221543","https://www.grubhub.com/the-vegan-breakfast-34-02-30th-st-astoria/3221543","34-02 30th St","[""Breakfast"", ""Vegan""]","$3.49 delivery",3.49,"25-45",35.0,5.25,"3478559166",1,3.38,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER"", ""VIRTUAL""]","GRUBHUB"
"11105","40.7787902","-73.9065883","20,57 27th St, Astoria, NY 11105, USA","NY","Astoria","NY","$0 with GH+","40.75992202","-73.92835236","1.73","Brekkie Bagels","2303003","https://www.grubhub.com/brekkie-bagels-34-02-30th-st-astoria/2303003","34-02 30th St.","[""Bagels"", ""Breakfast""]","$3.49 delivery",3.49,"25-40",32.5,7.25,"3478559166",31,3.50,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER"", ""VIRTUAL""]","GRUBHUB"
"11105","40.7787902","-73.9065883","20,57 27th St, Astoria, NY 11105, USA","NY","Astoria","NY","$0 with GH+","40.75992202","-73.92835236","1.73","Burger Town","2297271","https://www.grubhub.com/burger-town-34-02-30th-st-astoria/2297271","34-02 30th St","[""Hamburgers""]","$3.49 delivery",3.49,"25-40",32.5,5.25,"3478559166",15,3.34,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER"", ""VIRTUAL""]","GRUBHUB"
"11105","40.7787902","-73.9065883","20,57 27th St, Astoria, NY 11105, USA","NY","Astoria","NY","$0 with GH+","40.75992202","-73.92835236","1.73","Pastrami & Pickles","2297560","https://www.grubhub.com/pastrami--pickles-34-02-30th-st-astoria/2297560","34-02 30th St","[""Deli"", ""Sandwiches""]","$3.49 delivery",3.49,"25-40",32.5,5.25,"3478559166",24,3.36,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER"", ""VIRTUAL""]","GRUBHUB"
"11105","40.7787902","-73.9065883","20,57 27th St, Astoria, NY 11105, USA","NY","Astoria","NY","$0 with GH+","40.75992202","-73.92835236","1.73","Breakfast Sandwich Express","3174475","https://www.grubhub.com/breakfast-sandwich-express-34-02-30th-st-queens/3174475","34-02 30th St","[""American"", ""Breakfast"", ""Sandwiches""]","$3.49 delivery",3.49,"30-50",40.0,5.25,"7187770030",0,0.00,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER"", ""VIRTUAL""]","GRUBHUB"
"11105","40.7787902","-73.9065883","20,57 27th St, Astoria, NY 11105, USA","NY","Astoria","NY","$0 with GH+","40.75992202","-73.92835236","1.73","King Kale","2297966","https://www.grubhub.com/king-kale-34-02-30th-st-astoria/2297966","34-02 30th St","[""American""]","$3.49 delivery",3.49,"25-40",32.5,5.25,"3478559166",15,3.42,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER"", ""VIRTUAL""]","GRUBHUB"
"11105","40.7787902","-73.9065883","20,57 27th St, Astoria, NY 11105, USA","NY","Astoria","NY","$0 with GH+","40.75527954","-73.91831208","1.74","The Freakin Rican Restaurant","1043598","https://www.grubhub.com/the-freakin-rican-restaurant-4306-34th-ave-long-island-city/1043598","4306 34th Ave","[""Latin American"", ""Puerto Rican""]","$3.49 delivery",3.49,"30-70",50.0,5.25,"9293491080",587,4.29,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"11105","40.7787902","-73.9065883","20,57 27th St, Astoria, NY 11105, USA","NY","Astoria","NY","$0 with GH+","40.75609588","-73.92099","1.74","Cabana Wings","2616007","https://www.grubhub.com/cabana-wings-34-15-steinway-st-long-island-city/2616007","34-15 Steinway St","[""Hamburgers"", ""Sandwiches"", ""Wings""]","$3.49 delivery",3.49,"30-50",40.0,5.25,"7187293900",0,0.00,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER"", ""VIRTUAL""]","GRUBHUB"
"11105","40.7787902","-73.9065883","20,57 27th St, Astoria, NY 11105, USA","NY","Astoria","NY","$0 with GH+","40.75447463","-73.89731598","1.75","Northern Deli","3112139","https://www.grubhub.com/northern-deli-6903-northern-blvd-woodside/3112139","6903 Northern Blvd","[""Alcohol"", ""Breakfast"", ""Convenience"", ""Deli""]","$3.49 delivery",3.49,"25-40",32.5,5.25,"7184783388",3,3.60,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"11105","40.7787902","-73.9065883","20,57 27th St, Astoria, NY 11105, USA","NY","Astoria","NY","$0 with GH+","40.75346504601978","-73.90699988251487","1.75","Juice Beatz","1574558","https://www.grubhub.com/juice-beatz-5317-broadway-woodside/1574558","5317 Broadway","[""American"", ""Fresh Fruits"", ""Shakes"", ""Smoothies and Juices""]","$3.49 delivery",3.49,"30-45",37.5,10.00,"7184069091",106,4.56,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"11105","40.7787902","-73.9065883","20,57 27th St, Astoria, NY 11105, USA","NY","Astoria","NY","$0 with GH+","40.75459289","-73.91674805","1.75","Rudar Club","2103235","https://www.grubhub.com/rudar-club-34-01-45th-st-long-island-city/2103235","34-01 45th St","[""Chicken"", ""Dessert"", ""Grill"", ""Mediterranean"", ""Pasta"", ""Seafood"", ""Soup""]","$3.49 delivery",3.49,"35-55",45.0,5.25,"7187865833",71,4.62,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"11105","40.7787902","-73.9065883","20,57 27th St, Astoria, NY 11105, USA","NY","Astoria","NY","$0 with GH+","40.75438308","-73.89701844","1.76","69 Wine Shop","2577359","https://www.grubhub.com/69-wine-shop-69-09-northern-blvd-woodside/2577359","69-09 Northern Blvd","[""Alcohol"", ""Convenience""]","$3.49 delivery",3.49,"30-45",37.5,5.25,"7186393525",28,4.35,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"11105","40.7787902","-73.9065883","20,57 27th St, Astoria, NY 11105, USA","NY","Astoria","NY","$0 with GH+","40.76138305","-73.93115998","1.76","The Pizza Salon","2494316","https://www.grubhub.com/the-pizza-salon-24-16-34th-ave-astoria/2494316","24-16 34th Ave","[""Pasta"", ""Pizza"", ""Salads"", ""Sandwiches""]","$3.49 delivery",3.49,"30-55",42.5,5.25,"3478374215",0,0.00,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"11105","40.7787902","-73.9065883","20,57 27th St, Astoria, NY 11105, USA","NY","Astoria","NY","$0 with GH+","40.7614479","-73.93135071","1.76","Ravenswood Gourmet Deli","2735424","https://www.grubhub.com/ravenswood-gourmet-deli-24-08-34th-ave-astoria/2735424","24-08 34th Ave","[""Deli""]","$3.49 delivery",3.49,"30-45",37.5,5.25,"6468223275",8,3.46,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"11105","40.7787902","-73.9065883","20,57 27th St, Astoria, NY 11105, USA","NY","Astoria","NY","$0 with GH+","40.75414657","-73.89689637","1.78","Wendy's","1681966","https://www.grubhub.com/wendys-69-02-northern-blvd-woodside/1681966","69-02 Northern Blvd","[""American"", ""Breakfast"", ""Fast Food"", ""Hamburgers""]","$3.99 delivery",3.99,"30-45",37.5,17.75,"7777777777",642,3.33,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"11105","40.7787902","-73.9065883","20,57 27th St, Astoria, NY 11105, USA","NY","Astoria","NY","$0 with GH+","40.755798","-73.921915","1.78","Latin Cabana","273419","https://www.grubhub.com/latin-cabana-34-15-steinway-astoria/273419","34-15 Steinway","[""Cuban"", ""Latin American"", ""Lunch Specials"", ""Sandwiches"", ""Smoothies and Juices""]","$3.49 delivery",3.49,"30-50",40.0,5.25,"7187293900",1613,3.94,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"91505","34.1615135","-118.3403506","850 Evergreen St, Burbank, CA 91505, USA","CA","Burbank","LA","$0 with GH+","34.156735","-118.369709","1.71","Little Toni's","321874","https://www.grubhub.com/little-tonis-4745-lankershim-blvd-north-hollywood/321874","4745 Lankershim Blvd","[""Italian"", ""Pizza"", ""Sandwiches""]","$2.49 delivery",2.49,"25-60",42.5,5.25,"8187630131",2865,4.26,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"91505","34.1615135","-118.3403506","850 Evergreen St, Burbank, CA 91505, USA","CA","Burbank","LA","$0 with GH+","34.164207","-118.370129","1.71","The Flame Broiler North Hollywood","299564","https://www.grubhub.com/the-flame-broiler-north-hollywood-5160-vineland-ave-ste-107-north-hollywood/299564","5160 Vineland Ave Ste 107","[""American"", ""Asian"", ""BBQ"", ""Chicken"", ""Grill"", ""Healthy"", ""Korean"", ""Lunch Specials"", ""Soup"", ""Vegetarian""]","$2.49 delivery",2.49,"20-65",42.5,5.25,"8185086767",156,4.13,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"91505","34.1615135","-118.3403506","850 Evergreen St, Burbank, CA 91505, USA","CA","Burbank","LA","$0 with GH+","34.18039321","-118.32016755","1.74","Lancers Family Restaurant","2693290","https://www.grubhub.com/lancers-family-restaurant-697-n-victory-blvd-burbank/2693290","697 N Victory Blvd","[""American"", ""Breakfast"", ""Cakes"", ""Deli"", ""Dessert"", ""Diner"", ""Hamburgers"", ""Healthy"", ""Ice Cream"", ""Italian"", ""Mexican"", ""Salads"", ""Sandwiches"", ""Shakes"", ""Soup"", ""Waffles""]","$2.49 delivery",2.49,"25-40",32.5,5.25,"8188433433",176,4.17,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"91505","34.1615135","-118.3403506","850 Evergreen St, Burbank, CA 91505, USA","CA","Burbank","LA","$0 with GH+","34.157286","-118.370439","1.74","H. Salt Fish & Chips","311008","https://www.grubhub.com/h-salt-fish--chips-4795-vineland-ave-north-hollywood/311008","4795 Vineland Ave","[""Chicken"", ""Dessert"", ""Lunch Specials"", ""Seafood"", ""Soup""]","$5.00 delivery",5.00,"50-65",57.5,0.00,"8187611750",164,3.73,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","SELF"
"91505","34.1615135","-118.3403506","850 Evergreen St, Burbank, CA 91505, USA","CA","Burbank","LA","$0 with GH+","34.16610717","-118.37066651","1.76","RioZonas Acai","889297","https://www.grubhub.com/riozonas-acai-5233-vineland-ave-north-hollywood/889297","5233 Vineland Ave","[""Brazilian"", ""Breakfast"", ""Healthy"", ""Latin American"", ""Smoothies and Juices""]","$2.49 delivery",2.49,"20-40",30.0,5.25,"8187472300",225,4.55,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"91505","34.1615135","-118.3403506","850 Evergreen St, Burbank, CA 91505, USA","CA","Burbank","LA","$0 with GH+","34.15819931","-118.3712616","1.78","It's Boba Time","3121488","https://www.grubhub.com/its-boba-time-4821-lankershim-blvd-los-angeles/3121488","4821 Lankershim Blvd","[""Cakes"", ""Coffee and Tea"", ""Shakes"", ""Smoothies and Juices""]","$2.49 delivery",2.49,"20-35",27.5,5.25,"8189677223",5,3.59,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"91505","34.1615135","-118.3403506","850 Evergreen St, Burbank, CA 91505, USA","CA","Burbank","LA","$0 with GH+","34.15802001","-118.37140656","1.79","Waba Grill","1979470","https://www.grubhub.com/waba-grill-4821-lankershim-blvd-ste-g-north-hollywood/1979470","4821 Lankershim Blvd Ste G","[""Asian"", ""Bowls"", ""Chicken"", ""Healthy"", ""Salads"", ""Vegetarian""]","$2.49 delivery",2.49,"20-30",25.0,5.25,"8183087711",58,4.09,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"91505","34.1615135","-118.3403506","850 Evergreen St, Burbank, CA 91505, USA","CA","Burbank","LA","$0 with GH+","34.164921","-118.371586","1.8","Kahuna Tiki","298525","https://www.grubhub.com/kahuna-tiki-11026-magnolia-blvd-north-hollywood/298525","11026 Magnolia Blvd","[""Asian"", ""Hawaiian"", ""Japanese"", ""Lunch Specials"", ""Sushi""]","$2.49 delivery",2.49,"30-50",40.0,5.25,"8188537447",96,4.40,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"91505","34.1615135","-118.3403506","850 Evergreen St, Burbank, CA 91505, USA","CA","Burbank","LA","$0 with GH+","34.13668441","-118.35076142","1.82","Guy Fieri's Flavortown Kitchen","2365999","https://www.grubhub.com/guy-fieris-flavortown-kitchen-1000-universal-studios-blvd-universal-city/2365999","1000 Universal Studios Blvd","[""American"", ""Hamburgers"", ""Sandwiches""]","$2.49 delivery",2.49,"30-40",35.0,5.25,"8883953942",17,3.48,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER"", ""VIRTUAL""]","GRUBHUB"
"91505","34.1615135","-118.3403506","850 Evergreen St, Burbank, CA 91505, USA","CA","Burbank","LA","$0 with GH+","34.13668441","-118.35076142","1.82","Mariah Carey's Cookies","2451599","https://www.grubhub.com/mariah-careys-cookies-1000-universal-studios-blvd-universal-city/2451599","1000 Universal Studios Blvd","[""Bakery"", ""Dessert""]","$2.49 delivery",2.49,"25-35",30.0,7.25,"8336274242",5,3.71,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER"", ""VIRTUAL""]","GRUBHUB"
"91505","34.1615135","-118.3403506","850 Evergreen St, Burbank, CA 91505, USA","CA","Burbank","LA","$0 with GH+","34.16099","-118.37231","1.83","Dragon Street","315082","https://www.grubhub.com/dragon-street-5001-lankershim-blvd-north-hollywood/315082","5001 Lankershim Blvd","[""Asian"", ""Chinese"", ""Lunch Specials""]","$0 delivery",0.00,"35-50",42.5,0.00,"8185055055",1516,4.20,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","SELF"
"91505","34.1615135","-118.3403506","850 Evergreen St, Burbank, CA 91505, USA","CA","Burbank","LA","$0 with GH+","34.165447","-118.372029","1.83","Rodini Park","322973","https://www.grubhub.com/rodini-park-11049-magnolia-blvd-north-hollywood/322973","11049 Magnolia Blvd","[""Greek"", ""Healthy"", ""Lunch Specials"", ""Mediterranean""]","$2.49 delivery",2.49,"20-30",25.0,5.25,"8183584802",2437,4.25,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"91505","34.1615135","-118.3403506","850 Evergreen St, Burbank, CA 91505, USA","CA","Burbank","LA","$0 with GH+","34.16061401","-118.37237549","1.83","Bad Mutha Clucka","2072732","https://www.grubhub.com/bad-mutha-clucka-4929-lankershim-blvd-los-angeles/2072732","4929 Lankershim Blvd","[""American"", ""Chicken"", ""Sandwiches"", ""Wings""]","$2.49 delivery",2.49,"25-45",35.0,10.00,"8185051033",11,3.51,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER"", ""VIRTUAL""]","GRUBHUB"
"91505","34.1615135","-118.3403506","850 Evergreen St, Burbank, CA 91505, USA","CA","Burbank","LA","$0 with GH+","34.16061401","-118.37237549","1.83","JAILBIRD","2569516","https://www.grubhub.com/jailbird-4929-lankershim-blvd-los-angeles/2569516","4929 Lankershim Blvd","[""Chicken"", ""Wings""]","$2.49 delivery",2.49,"30-45",37.5,10.00,"8185051033",9,3.27,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER"", ""VIRTUAL""]","GRUBHUB"
"91505","34.1615135","-118.3403506","850 Evergreen St, Burbank, CA 91505, USA","CA","Burbank","LA","$0 with GH+","34.16061401","-118.37237549","1.83","Plant B","2069135","https://www.grubhub.com/plant-b-4929-lankershim-blvd-ste-a-los-angeles/2069135","4929 Lankershim Blvd Ste A","[""Hamburgers"", ""Healthy"", ""Vegan"", ""Vegetarian""]","$2.49 delivery",2.49,"25-45",35.0,10.00,"8185051033",24,3.93,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER"", ""VIRTUAL""]","GRUBHUB"
"91505","34.1615135","-118.3403506","850 Evergreen St, Burbank, CA 91505, USA","CA","Burbank","LA","$0 with GH+","34.16061401","-118.37237549","1.83","THE IMPOSSIBLE SHOP™","2916584","https://www.grubhub.com/the-impossible-shop-4929-lankershim-blvd-los-angeles/2916584","4929 Lankershim Blvd","[""AMERICAN"", ""BREAKFAST"", ""HAMBURGERS"", ""VEGAN"", ""VEGETARIAN""]","$2.49 delivery",2.49,"25-30",27.5,10.00,"8185051033",8,3.39,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"91505","34.1615135","-118.3403506","850 Evergreen St, Burbank, CA 91505, USA","CA","Burbank","LA","","34.17167663","-118.37000275","1.83","Aki Shabu","3260068","https://www.grubhub.com/aki-shabu-5560-vineland-ave-los-angeles/3260068","5560 Vineland Ave","[""Asian"", ""Asian Fusion"", ""Japanese""]","$2.49 delivery",2.49,"25-40",32.5,10.00,"8189853777",0,0.00,"2022-04-25 07:01:11","","GRUBHUB"
"91505","34.1615135","-118.3403506","850 Evergreen St, Burbank, CA 91505, USA","CA","Burbank","LA","$0 with GH+","34.16467285","-118.37227631","1.84","The Fat Dog","1431896","https://www.grubhub.com/the-fat-dog-11050-w-magnolia-blvd-los-angeles/1431896","11050 W Magnolia Blvd","[""Hot Dogs""]","$2.49 delivery",2.49,"30-50",40.0,5.25,"8189853644",41,4.63,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"91505","34.1615135","-118.3403506","850 Evergreen St, Burbank, CA 91505, USA","CA","Burbank","LA","$0 with GH+","34.16215133","-118.37250519","1.84","Crafted Donuts & Bagels","3252634","https://www.grubhub.com/crafted-donuts--bagels-5040-lankershim-blvd-los-angeles/3252634","5040 Lankershim Blvd","[""Bagels"", ""Coffee and Tea"", ""Donuts""]","$2.49 delivery",2.49,"30-45",37.5,5.25,"8188213328",0,0.00,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"91505","34.1615135","-118.3403506","850 Evergreen St, Burbank, CA 91505, USA","CA","Burbank","LA","$0 with GH+","34.183641128479934","-118.32229877729814","1.84","El Criollo Cuban Bar & Grill","550097","https://www.grubhub.com/el-criollo-cuban-bar--grill-916-w-burbank-blvd-burbank/550097","916 W Burbank Blvd","[""Cuban"", ""Latin American"", ""Lunch Specials"", ""Sandwiches""]","$2.49 delivery",2.49,"25-50",37.5,5.25,"8182600211",95,4.64,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"91204","34.1377656","-118.2614332","347 Riverdale Dr, Glendale, CA 91204, USA","CA","Glendale","LA","$0 with GH+","34.13689041","-118.25836945","0.19","Guerrero Market and Take Out","2453514","https://www.grubhub.com/guerrero-market-and-take-out-721-s-central-ave-glendale/2453514","721 S Central Ave","[""Burritos"", ""El Salvadoran"", ""Mexican"", ""Tacos""]","$0.99 delivery",0.99,"30-45",37.5,10.00,"8186962788",2,3.58,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"91204","34.1377656","-118.2614332","347 Riverdale Dr, Glendale, CA 91204, USA","CA","Glendale","LA","$0 with GH+","34.13718795","-118.25725556","0.24","Pad Thai Bistro","2473345","https://www.grubhub.com/pad-thai-bistro-730-s-central-ave-glendale/2473345","730 S Central Ave","[""Asian"", ""Noodles"", ""Soup"", ""Thai""]","$0.99 delivery",0.99,"25-40",32.5,10.00,"8183965354",84,4.76,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"91204","34.1377656","-118.2614332","347 Riverdale Dr, Glendale, CA 91204, USA","CA","Glendale","LA","$0 with GH+","34.137052","-118.257256","0.24","Toro Sushi and Poke House Glendale","464684","https://www.grubhub.com/toro-sushi-and-poke-house-glendale-730-s-central-ave-glendale/464684","730 S Central Ave","[""Asian"", ""Japanese"", ""Lunch Specials"", ""Seafood"", ""Sushi""]","$5.00 delivery",5.00,"50-60",55.0,0.00,"8185070687",98,3.62,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","SELF"
"91204","34.1377656","-118.2614332","347 Riverdale Dr, Glendale, CA 91204, USA","CA","Glendale","LA","$0 with GH+","34.13429000000001","-118.26245798251489","0.25","Old Green Mill","1104132","https://www.grubhub.com/old-green-mill-4520-san-fernando-rd-glendale/1104132","4520 San Fernando Rd","[""Alcohol"", ""Convenience"", ""Grocery Items"", ""Sandwiches"", ""Snacks""]","$0.99 delivery",0.99,"20-25",22.5,10.00,"8182425143",18,3.97,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"91505","34.1615135","-118.3403506","850 Evergreen St, Burbank, CA 91505, USA","CA","Burbank","LA","$0 with GH+","34.17244338","-118.36988831","1.85","Circus Convenience Vineland","3105767","https://www.grubhub.com/circus-convenience-vineland-5600-vineland-ave-los-angeles/3105767","5600 Vineland Ave","[""Alcohol"", ""Convenience"", ""Dessert""]","$2.49 delivery",2.49,"25-40",32.5,10.00,"8187691500",0,0.00,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER"", ""VIRTUAL""]","GRUBHUB"
"91204","34.1377656","-118.2614332","347 Riverdale Dr, Glendale, CA 91204, USA","CA","Glendale","LA","$0 with GH+","34.14108657","-118.25829316","0.29","R101 Ramen","1435991","https://www.grubhub.com/r101-ramen-415-s-central-ave-unit-g-glendale/1435991","415 S Central Ave Unit G","[""Asian"", ""Bowls"", ""Curry"", ""Japanese"", ""Ramen""]","$0.99 delivery",0.99,"20-40",30.0,10.00,"8182412400",212,4.63,"2022-04-25 07:01:11","[""PRICING_ELIGIBLE_FOR_STANDARD_ORDER"", ""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
"91505","34.1615135","-118.3403506","850 Evergreen St, Burbank, CA 91505, USA","CA","Burbank","LA","$0 with GH+","34.17244338","-118.36988831","1.85","Circus Liquor - NH","2290701","https://www.grubhub.com/circus-liquor---nh-5600-vineland-ave-los-angeles/2290701","5600 Vineland Ave","[""Alcohol"", ""Convenience""]","$2.49 delivery",2.49,"20-25",22.5,5.25,"8187691500",3,3.65,"2022-04-25 07:01:11","[""SUBSCRIPTION_ELIGIBLE_FOR_STANDARD_ORDER""]","GRUBHUB"
